Alumno[Nombre:  Aral Gutierrez Diaz, Num. de Cuenta: 3240753, Edad: 21, Direccion: BLVD GNERAL GUSTAVO SALINAS Y/O AGUA CALIENTE, BAJA CALIFORNIA, BAJA CALIFORNIA,22024, Semestre: 3, Num. Inscripcion: 433],
Alumno[Nombre:  Ismain Juarez Flores, Num. de Cuenta: 3240754, Edad: 21, Direccion: PROLONGACION PASEO DE LOS HEROES, BAJA CALIFORNIA, BAJA CALIFORNIA,22100, Semestre: 3, Num. Inscripcion: 171],
Alumno[Nombre:  Kalani Medina Vargas, Num. de Cuenta: 3210755, Edad: 26, Direccion: FCO PRIMO DE VERDAD, BAJA CALIFORNIA, BAJA CALIFORNIA,21290, Semestre: 9, Num. Inscripcion: 380],
Alumno[Nombre:  Zaharie Juarez De la Cruz, Num. de Cuenta: 3240756, Edad: 19, Direccion: BLVD REAL DEL MAR COL REAL DE SAN ANTONIO, BAJA CALIFORNIA, BAJA CALIFORNIA,22666, Semestre: 3, Num. Inscripcion: 342],
Alumno[Nombre:  Eloa Romero Morales, Num. de Cuenta: 3250757, Edad: 19, Direccion: EJE 3 NORTE SAN ISIDRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2710, Semestre: 1, Num. Inscripcion: 780],
Alumno[Nombre:  Veda Perez Romero, Num. de Cuenta: 3250758, Edad: 19, Direccion: AVENIDA ANTONIO DE MENDOZA, BAJA CALIFORNIA, BAJA CALIFORNIA,21240, Semestre: 2, Num. Inscripcion: 647],
Alumno[Nombre:  Levin Estrada Ortiz, Num. de Cuenta: 3220759, Edad: 25, Direccion: PUERTO PEÑASCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1290, Semestre: 8, Num. Inscripcion: 220],
Alumno[Nombre:  Elimar Ramos De la Cruz, Num. de Cuenta: 3250760, Edad: 19, Direccion: JAIME NUNO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7230, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Vidar Aloe Hernandez Herrera, Num. de Cuenta: 3240761, Edad: 20, Direccion: AV ALEJANDRO DE LA CRUZ, AGUASCALIENTES, AGUASCALIENTES,20926, Semestre: 3, Num. Inscripcion: 337],
Alumno[Nombre:  Mamen Santiago Perez, Num. de Cuenta: 3250762, Edad: 18, Direccion: CARRETERA CANCUN MERIDA, QUINTANA ROO, QUINTANA ROO,77539, Semestre: 1, Num. Inscripcion: 890],
Alumno[Nombre:  Anatol Lopez Vazquez, Num. de Cuenta: 3230763, Edad: 23, Direccion: AZUCAR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8400, Semestre: 6, Num. Inscripcion: 246],
Alumno[Nombre:  Kara Castro Lopez, Num. de Cuenta: 3230764, Edad: 23, Direccion: BLVD GUSTAVO DIAZ ORDAZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22124, Semestre: 6, Num. Inscripcion: 258],
Alumno[Nombre:  Elimar Torres Moreno, Num. de Cuenta: 3230765, Edad: 21, Direccion: DAMASCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15400, Semestre: 5, Num. Inscripcion: 195],
Alumno[Nombre:  Numa Urias Moreno Herrera, Num. de Cuenta: 3230766, Edad: 23, Direccion: CALZ SAN ISIDRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2710, Semestre: 6, Num. Inscripcion: 289],
Alumno[Nombre:  Levin Luna Hernandez, Num. de Cuenta: 3210767, Edad: 25, Direccion: AV ADOLFO RUÍZ CORTINES PONIENTE, TABASCO, TABASCO,86100, Semestre: 10, Num. Inscripcion: 230],
Alumno[Nombre:  Tonino Kara Hernandez Bautista, Num. de Cuenta: 3230768, Edad: 22, Direccion: EMILIO CARRANZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15530, Semestre: 5, Num. Inscripcion: 267],
Alumno[Nombre:  Alane Daler Rodriguez Velazquez, Num. de Cuenta: 3210769, Edad: 26, Direccion: REPUBLICA DE BRASIL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6020, Semestre: 9, Num. Inscripcion: 351],
Alumno[Nombre:  Anhara Dominguez Martinez, Num. de Cuenta: 3240770, Edad: 20, Direccion: BLVD DEL TEMOLUCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7970, Semestre: 4, Num. Inscripcion: 526],
Alumno[Nombre:  Naysa Ortiz Ramirez, Num. de Cuenta: 3240771, Edad: 21, Direccion: MANUEL LEAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9839, Semestre: 4, Num. Inscripcion: 524],
Alumno[Nombre:  Xue Maela Estrada Ramos, Num. de Cuenta: 3230772, Edad: 20, Direccion: PLUTARCO ELIAS CALLES, AGUASCALIENTES, AGUASCALIENTES,20670, Semestre: 5, Num. Inscripcion: 330],
Alumno[Nombre:  Larabi Aguilar Chavez, Num. de Cuenta: 3210773, Edad: 25, Direccion: AV RIO CHAMPOTON, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 9, Num. Inscripcion: 399],
Alumno[Nombre:  Levin Aloe Guzman Perez, Num. de Cuenta: 3230774, Edad: 21, Direccion: 55, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9700, Semestre: 5, Num. Inscripcion: 325],
Alumno[Nombre:  Idelia Guerrero Guzman, Num. de Cuenta: 3220775, Edad: 27, Direccion: PASO FLORENTINO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1250, Semestre: 8, Num. Inscripcion: 391],
Alumno[Nombre:  Numa Aguilar Luna, Num. de Cuenta: 3250776, Edad: 19, Direccion: CIRCUITO LA QUINTA MANZANA, AGUASCALIENTES, AGUASCALIENTES,20328, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Mamen Sante Romero Santiago, Num. de Cuenta: 3210777, Edad: 24, Direccion: CARRETERA CIENEGA  LORETO, AGUASCALIENTES, AGUASCALIENTES,20722, Semestre: 10, Num. Inscripcion: 317],
Alumno[Nombre:  Eloa Munoz Ortiz, Num. de Cuenta: 3220778, Edad: 26, Direccion: FCO I MADERO, JALISCO, JALISCO,47800, Semestre: 7, Num. Inscripcion: 369],
Alumno[Nombre:  Kalani Munoz Rojas, Num. de Cuenta: 3230779, Edad: 22, Direccion: CALZ SAN ISIDRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2710, Semestre: 5, Num. Inscripcion: 395],
Alumno[Nombre:  Lartaun Lartaun Mendoza Salazar, Num. de Cuenta: 3210780, Edad: 25, Direccion: TLALOC, BAJA CALIFORNIA, BAJA CALIFORNIA,21470, Semestre: 10, Num. Inscripcion: 426],
Alumno[Nombre: Aitara Herrera Salazar, Num. de Cuenta: 3250781, Edad: 18, Direccion: AV SAN ANTONIO, AGUASCALIENTES, AGUASCALIENTES,20342, Semestre: 1, Num. Inscripcion: 780],
Alumno[Nombre:  Madai Estrada Flores, Num. de Cuenta: 3230782, Edad: 22, Direccion: BENJAMIN DE LA MORA, AGUASCALIENTES, AGUASCALIENTES,20000, Semestre: 6, Num. Inscripcion: 499],
Alumno[Nombre:  Idelia Aguilar Estrada, Num. de Cuenta: 3240783, Edad: 21, Direccion: CALLE 12, BAJA CALIFORNIA, BAJA CALIFORNIA,22127, Semestre: 4, Num. Inscripcion: 246],
Alumno[Nombre: Ananda Velazquez Luna, Num. de Cuenta: 3250784, Edad: 19, Direccion: AV CHAPULTEPEC, NUEVO LEON, NUEVO LEON,67140, Semestre: 2, Num. Inscripcion: 499],
Alumno[Nombre:  Kalani Ismain Santiago Vargas, Num. de Cuenta: 3240785, Edad: 23, Direccion: PROLONGACION GUERRERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6920, Semestre: 4, Num. Inscripcion: 373],
Alumno[Nombre:  Numa Zaharie Dominguez Ortiz, Num. de Cuenta: 3210786, Edad: 26, Direccion: CALZ VICENTE LOMBARDO TOLEDANO, BAJA CALIFORNIA, BAJA CALIFORNIA,21350, Semestre: 9, Num. Inscripcion: 380],
Alumno[Nombre:  Idelia Luna Velazquez, Num. de Cuenta: 3210787, Edad: 25, Direccion: AVENIDA REPUBLICA DE BRASIL, SINALOA, SINALOA,80020, Semestre: 10, Num. Inscripcion: 404],
Alumno[Nombre:  Elaya Martinez Hernandez, Num. de Cuenta: 3230788, Edad: 22, Direccion: PROLONGACION DIVISION DEL NORTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14310, Semestre: 5, Num. Inscripcion: 206],
Alumno[Nombre:  Cleta De la Cruz Garcia, Num. de Cuenta: 3250789, Edad: 21, Direccion: CERRO DE JESUS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4200, Semestre: 2, Num. Inscripcion: 563],
Alumno[Nombre:  Alane Gonzalez Jimenez, Num. de Cuenta: 3220790, Edad: 25, Direccion: CARRETERA MEXICALI SAN FELIPE, BAJA CALIFORNIA, BAJA CALIFORNIA,21850, Semestre: 8, Num. Inscripcion: 204],
Alumno[Nombre:  Loira Alvarez Estrada, Num. de Cuenta: 3210791, Edad: 27, Direccion: BLVD GUSTAVO DIAZ ORDAZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22115, Semestre: 9, Num. Inscripcion: 298],
Alumno[Nombre: Ananda Martinez Torres, Num. de Cuenta: 3220792, Edad: 27, Direccion: GAZA DE ACCESO AL BLVD LAZARO CARDENAS, BAJA CALIFORNIA, BAJA CALIFORNIA,22110, Semestre: 7, Num. Inscripcion: 402],
Alumno[Nombre:  Sensen Luna Juarez, Num. de Cuenta: 3220793, Edad: 24, Direccion: BLVD TEMOLUCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7279, Semestre: 7, Num. Inscripcion: 313],
Alumno[Nombre:  Mamen Alvarez Lopez, Num. de Cuenta: 3220794, Edad: 27, Direccion: MAR NEGRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11410, Semestre: 8, Num. Inscripcion: 417],
Alumno[Nombre:  Larabi Ortega Estrada, Num. de Cuenta: 3250795, Edad: 18, Direccion: AVENIDA AZTECAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4300, Semestre: 2, Num. Inscripcion: 533],
Alumno[Nombre:  Tabara Elaya Aguilar Ruiz, Num. de Cuenta: 3230796, Edad: 23, Direccion: ALDAMA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9900, Semestre: 6, Num. Inscripcion: 185],
Alumno[Nombre:  Seida Vargas Flores, Num. de Cuenta: 3220797, Edad: 23, Direccion: DIVISION DEL NORTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3650, Semestre: 7, Num. Inscripcion: 306],
Alumno[Nombre:  Alane Hernandez Rodriguez, Num. de Cuenta: 3220798, Edad: 25, Direccion: MARGARITAS, MORELOS, MORELOS,62580, Semestre: 7, Num. Inscripcion: 414],
Alumno[Nombre:  Zaharie Estrada Jimenez, Num. de Cuenta: 3220799, Edad: 25, Direccion: BLVD PUERTO AEREO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15700, Semestre: 7, Num. Inscripcion: 403],
Alumno[Nombre:  Xue Mendez Torres, Num. de Cuenta: 3240800, Edad: 20, Direccion: REPUBLICA DE BRASIL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6020, Semestre: 4, Num. Inscripcion: 439],
Alumno[Nombre:  Junio Bautista Estrada, Num. de Cuenta: 3240801, Edad: 21, Direccion: ESTERLINAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15510, Semestre: 3, Num. Inscripcion: 330],
Alumno[Nombre:  Kui Chavez Salazar, Num. de Cuenta: 3230802, Edad: 23, Direccion: GABINO BARREDA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6470, Semestre: 5, Num. Inscripcion: 449],
Alumno[Nombre:  Eloa Diaz Aguilar, Num. de Cuenta: 3250803, Edad: 19, Direccion: CHABACANO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6890, Semestre: 1, Num. Inscripcion: 812],
Alumno[Nombre:  Lartaun Torres Medina, Num. de Cuenta: 3220804, Edad: 27, Direccion: RIO MAGDALENA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1090, Semestre: 7, Num. Inscripcion: 259],
Alumno[Nombre:  Imeda Dominguez Ramos, Num. de Cuenta: 3220805, Edad: 27, Direccion: GARZA SADA, AGUASCALIENTES, AGUASCALIENTES,20328, Semestre: 8, Num. Inscripcion: 297],
Alumno[Nombre:  Ismain Sanchez Torres, Num. de Cuenta: 3210806, Edad: 27, Direccion: PROLONGACION GUERRERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6920, Semestre: 10, Num. Inscripcion: 338],
Alumno[Nombre:  Aloe Dominguez Guzman, Num. de Cuenta: 3230807, Edad: 21, Direccion: AV ALEJANDRO DE LA CRUZ, AGUASCALIENTES, AGUASCALIENTES,20926, Semestre: 5, Num. Inscripcion: 331],
Alumno[Nombre:  XueAnanda Reyes Reyes, Num. de Cuenta: 3210808, Edad: 24, Direccion: AV TEXCOCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9140, Semestre: 10, Num. Inscripcion: 157],
Alumno[Nombre:  NumaAitara Luna Juarez, Num. de Cuenta: 3220809, Edad: 24, Direccion: PROLONGACION ZARAGOZA, AGUASCALIENTES, AGUASCALIENTES,20908, Semestre: 7, Num. Inscripcion: 445],
Alumno[Nombre:  Elimar Morales Martinez, Num. de Cuenta: 3250810, Edad: 20, Direccion: AV AGUASCALIENTES, AGUASCALIENTES, AGUASCALIENTES,20060, Semestre: 2, Num. Inscripcion: 241],
Alumno[Nombre:  Sensen Gonzalez Santiago, Num. de Cuenta: 3240811, Edad: 20, Direccion: ALFREDO CHAVERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6800, Semestre: 3, Num. Inscripcion: 339],
Alumno[Nombre:  Zaharie Juarez Herrera, Num. de Cuenta: 3220812, Edad: 24, Direccion: CAPULINES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3100, Semestre: 8, Num. Inscripcion: 414],
Alumno[Nombre:  Tabara Medina Ramos, Num. de Cuenta: 3250813, Edad: 18, Direccion: AV ANGEL ALBINO CORSO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7939, Semestre: 2, Num. Inscripcion: 703],
Alumno[Nombre:  Naysa Munoz Luna, Num. de Cuenta: 3210814, Edad: 27, Direccion: INDEPENDENCIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6050, Semestre: 9, Num. Inscripcion: 330],
Alumno[Nombre:  Eloa Chavez Mendoza, Num. de Cuenta: 3250815, Edad: 19, Direccion: AV INSURGENTES CENTRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6470, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Kui Sanchez Rodriguez, Num. de Cuenta: 3220816, Edad: 27, Direccion: CALZADA ERMITA IZTAPALAPA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9260, Semestre: 7, Num. Inscripcion: 226],
Alumno[Nombre:  Seida Munoz Diaz, Num. de Cuenta: 3240817, Edad: 22, Direccion: CALLE OAXACA, BAJA CALIFORNIA, BAJA CALIFORNIA,21480, Semestre: 4, Num. Inscripcion: 310],
Alumno[Nombre:  Cleta Lopez Munoz, Num. de Cuenta: 3240818, Edad: 21, Direccion: MARINA NACIONAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11320, Semestre: 4, Num. Inscripcion: 437],
Alumno[Nombre:  Kui Reyes Diaz, Num. de Cuenta: 3250819, Edad: 20, Direccion: 1810, AGUASCALIENTES, AGUASCALIENTES,20180, Semestre: 2, Num. Inscripcion: 336],
Alumno[Nombre:  Vidar Sensen Sanchez Velazquez, Num. de Cuenta: 3240820, Edad: 21, Direccion: ANILLO PERIFERICO, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 4, Num. Inscripcion: 466],
Alumno[Nombre: Aitara Elimar Alvarez Garcia, Num. de Cuenta: 3210821, Edad: 24, Direccion: AV CHAPULTEPEC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6700, Semestre: 9, Num. Inscripcion: 107],
Alumno[Nombre:  Seida Munoz Medina, Num. de Cuenta: 3210822, Edad: 25, Direccion: LEYES DE REFORMA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9040, Semestre: 9, Num. Inscripcion: 411],
Alumno[Nombre:  Imeda Daler Castro Jimenez, Num. de Cuenta: 3210823, Edad: 26, Direccion: PEKIN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15430, Semestre: 9, Num. Inscripcion: 406],
Alumno[Nombre:  Ismain Bautista Gutierrez, Num. de Cuenta: 3220824, Edad: 26, Direccion: TAMAULIPAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6100, Semestre: 8, Num. Inscripcion: 235],
Alumno[Nombre:  Xue Vargas Castillo, Num. de Cuenta: 3240825, Edad: 18, Direccion: CALZADA DE LA VIGA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6840, Semestre: 3, Num. Inscripcion: 561],
Alumno[Nombre: Ananda Juarez Estrada, Num. de Cuenta: 3250826, Edad: 19, Direccion: MIGUEL DE CERVANTES SAAVEDRA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11500, Semestre: 2, Num. Inscripcion: 461],
Alumno[Nombre:  Arlena Contreras Vazquez, Num. de Cuenta: 3240827, Edad: 22, Direccion: JAVIER ROJO GOMEZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8500, Semestre: 4, Num. Inscripcion: 434],
Alumno[Nombre:  Kara Elaya Juarez Perez, Num. de Cuenta: 3240828, Edad: 22, Direccion: CALZ TAXQUEÑA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4260, Semestre: 4, Num. Inscripcion: 402],
Alumno[Nombre:  Veda Ortiz Ramirez, Num. de Cuenta: 3220829, Edad: 25, Direccion: CALLE LEYES DE EFORMA, BAJA CALIFORNIA, BAJA CALIFORNIA,21960, Semestre: 7, Num. Inscripcion: 495],
Alumno[Nombre:  Loira Mendoza Gutierrez, Num. de Cuenta: 3240830, Edad: 23, Direccion: VENUSTIANO CARRANZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6000, Semestre: 4, Num. Inscripcion: 276],
Alumno[Nombre:  Kalani Medina Reyes, Num. de Cuenta: 3220831, Edad: 27, Direccion: PLAYA ERIZO LOCAL C Y D, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8810, Semestre: 8, Num. Inscripcion: 307],
Alumno[Nombre:  Veda Ramirez Gonzalez, Num. de Cuenta: 3220832, Edad: 26, Direccion: LAGO CUITZEO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11320, Semestre: 7, Num. Inscripcion: 462],
Alumno[Nombre:  Imeda Ortiz Rivera, Num. de Cuenta: 3230833, Edad: 23, Direccion: BLVD REAL DEL MAR COL REAL DE SAN ANTONIO, BAJA CALIFORNIA, BAJA CALIFORNIA,22666, Semestre: 6, Num. Inscripcion: 220],
Alumno[Nombre:  Loira Levin Jimenez Moreno, Num. de Cuenta: 3230834, Edad: 22, Direccion: PUENTE DE ALVARADO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6300, Semestre: 6, Num. Inscripcion: 329],
Alumno[Nombre:  Anatol Gomez Sanchez, Num. de Cuenta: 3220835, Edad: 25, Direccion: ARMANDO FIERRO, BAJA CALIFORNIA, BAJA CALIFORNIA,21910, Semestre: 8, Num. Inscripcion: 412],
Alumno[Nombre:  Aloe Alvarez Vazquez, Num. de Cuenta: 3220836, Edad: 26, Direccion: ERMITA NORTE, BAJA CALIFORNIA, BAJA CALIFORNIA,22104, Semestre: 7, Num. Inscripcion: 271],
Alumno[Nombre:  Imeda Luna Gutierrez, Num. de Cuenta: 3220837, Edad: 26, Direccion: AV TAMAULIPAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1510, Semestre: 8, Num. Inscripcion: 361],
Alumno[Nombre:  Lartaun Romero Dominguez, Num. de Cuenta: 3220838, Edad: 24, Direccion: AUTOPISTA SIGLO XXI MORELIA LAZARO CARDENAS, MICHOACAN, MICHOACAN,60950, Semestre: 8, Num. Inscripcion: 339],
Alumno[Nombre:  Levin Torres Vazquez, Num. de Cuenta: 3250839, Edad: 19, Direccion: AV INSURGENTES SUR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14000, Semestre: 2, Num. Inscripcion: 695],
Alumno[Nombre:  Mamen Luna Vargas, Num. de Cuenta: 3240840, Edad: 23, Direccion: AV POLIDUCTO, AGUASCALIENTES, AGUASCALIENTES,20263, Semestre: 4, Num. Inscripcion: 512],
Alumno[Nombre:  Tonino Vargas Lopez, Num. de Cuenta: 3220841, Edad: 26, Direccion: LAURO GALVEZ,"	SONORA","	SONORA","	83280", Semestre: 8, Num. Inscripcion: 310],
Alumno[Nombre:  Cleta Xue Lopez Morales, Num. de Cuenta: 3220842, Edad: 25, Direccion: AV LAURELES, JALISCO, JALISCO,45147, Semestre: 8, Num. Inscripcion: 205],
Alumno[Nombre:  Zaharie Ruiz Ramos, Num. de Cuenta: 3240843, Edad: 18, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4980, Semestre: 3, Num. Inscripcion: 447],
Alumno[Nombre:  Nieva Chavez Flores, Num. de Cuenta: 3220844, Edad: 25, Direccion: CALZ TAXQUEÑA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4260, Semestre: 8, Num. Inscripcion: 485],
Alumno[Nombre:  Madai Medina Herrera, Num. de Cuenta: 3240845, Edad: 23, Direccion: CALZADA IGNACIO ZARAGOZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15020, Semestre: 4, Num. Inscripcion: 391],
Alumno[Nombre:  NumaAnanda Aguilar Rojas, Num. de Cuenta: 3250846, Edad: 20, Direccion: ANTONIO ANCONA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,5008, Semestre: 2, Num. Inscripcion: 518],
Alumno[Nombre:  Junio Nagai Sanchez Jimenez, Num. de Cuenta: 3210847, Edad: 27, Direccion: AVENIDA ODONTOLOGOS, BAJA CALIFORNIA, BAJA CALIFORNIA,21180, Semestre: 9, Num. Inscripcion: 486],
Alumno[Nombre:  Eloa Chavez Salazar, Num. de Cuenta: 3250848, Edad: 19, Direccion: SASSO FERRATO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1460, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Xue Vargas Ruiz, Num. de Cuenta: 3220849, Edad: 24, Direccion: SOLEDAD, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6010, Semestre: 8, Num. Inscripcion: 444],
Alumno[Nombre:  Naysa Haruka Estrada Romero, Num. de Cuenta: 3240850, Edad: 22, Direccion: 10 NORTE, PUEBLA, PUEBLA,72770, Semestre: 4, Num. Inscripcion: 375],
Alumno[Nombre:  Rio Morales Ruiz, Num. de Cuenta: 3250851, Edad: 21, Direccion: VENTURA G TENA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6850, Semestre: 2, Num. Inscripcion: 357],
Alumno[Nombre:  Kalani Herrera Diaz, Num. de Cuenta: 3210852, Edad: 24, Direccion: VILLA FRANQUEZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9709, Semestre: 9, Num. Inscripcion: 312],
Alumno[Nombre:  Kui Guerrero Salazar, Num. de Cuenta: 3210853, Edad: 25, Direccion: CARRETERA 25 AGUASCALIENTES LORETO, AGUASCALIENTES, AGUASCALIENTES,20324, Semestre: 10, Num. Inscripcion: 338],
Alumno[Nombre:  Junio Numa Garcia Mendoza, Num. de Cuenta: 3220854, Edad: 26, Direccion: AV VITO ALESSIO ROBLES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1030, Semestre: 7, Num. Inscripcion: 424],
Alumno[Nombre:  Anatol De la Cruz Medina, Num. de Cuenta: 3220855, Edad: 24, Direccion: AV INSURGENTES SUR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3100, Semestre: 8, Num. Inscripcion: 130],
Alumno[Nombre:  Seida Lartaun Ortega Contreras, Num. de Cuenta: 3250856, Edad: 18, Direccion: DIVISION DEL NORTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3650, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Anhara Martinez Jimenez, Num. de Cuenta: 3220857, Edad: 24, Direccion: AV FRUTAS Y LEGUMBRES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9040, Semestre: 8, Num. Inscripcion: 221],
Alumno[Nombre:  Idelia Gutierrez Alvarez, Num. de Cuenta: 3230858, Edad: 22, Direccion: AV CONVENCION PTE, AGUASCALIENTES, AGUASCALIENTES,20210, Semestre: 6, Num. Inscripcion: 556],
Alumno[Nombre:  Eloa Mamen Vargas Gonzalez, Num. de Cuenta: 3230859, Edad: 20, Direccion: BLVD SOLIDARIDAD, AGUASCALIENTES, AGUASCALIENTES,20923, Semestre: 5, Num. Inscripcion: 296],
Alumno[Nombre:  Levin Coco Luna Castro, Num. de Cuenta: 3250860, Edad: 18, Direccion: ORIENTE 164, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15530, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Naraya Rojas Guerrero, Num. de Cuenta: 3220861, Edad: 26, Direccion: AV CENTENARIO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1600, Semestre: 7, Num. Inscripcion: 159],
Alumno[Nombre:  Elimar Gutierrez Jimenez, Num. de Cuenta: 3230862, Edad: 23, Direccion: GUADALAJARA, BAJA CALIFORNIA, BAJA CALIFORNIA,22117, Semestre: 6, Num. Inscripcion: 406],
Alumno[Nombre:  Cleta Guerrero Ortega, Num. de Cuenta: 3220863, Edad: 25, Direccion: VENUSTIANO CARRANZA, MEXICO, MEXICO,53000, Semestre: 7, Num. Inscripcion: 338],
Alumno[Nombre:  Imeda Dominguez Guzman, Num. de Cuenta: 3250864, Edad: 20, Direccion: PUERTO PEÑASCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1290, Semestre: 2, Num. Inscripcion: 189],
Alumno[Nombre: Ananda Castillo Vazquez, Num. de Cuenta: 3240865, Edad: 21, Direccion: NEZAHUALCOYOTL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6080, Semestre: 3, Num. Inscripcion: 299],
Alumno[Nombre:  Alane De la Cruz Juarez, Num. de Cuenta: 3220866, Edad: 27, Direccion: BLVD GUSTAVO DIAZ ORDAZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22115, Semestre: 8, Num. Inscripcion: 321],
Alumno[Nombre:  Madai De la Cruz Alvarez, Num. de Cuenta: 3230867, Edad: 23, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4980, Semestre: 5, Num. Inscripcion: 249],
Alumno[Nombre:  Aral Moreno Perez, Num. de Cuenta: 3250868, Edad: 18, Direccion: NORTE 172, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15510, Semestre: 2, Num. Inscripcion: 404],
Alumno[Nombre:  Sensen Torres Mendoza, Num. de Cuenta: 3220869, Edad: 24, Direccion: AV RIO CHAMPOTON, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 7, Num. Inscripcion: 480],
Alumno[Nombre:  Numa Loira Gomez Dominguez, Num. de Cuenta: 3240870, Edad: 20, Direccion: PASEO DE LAS JACARANDAS, MEXICO, MEXICO,55604, Semestre: 4, Num. Inscripcion: 341],
Alumno[Nombre:  Ismain Garcia Velazquez, Num. de Cuenta: 3240871, Edad: 19, Direccion: AV CANAL DEL NORTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15309, Semestre: 3, Num. Inscripcion: 520],
